Tokens, ,Tagged,PER_COUNT,ORG_COUNT,LOC_COUNT,,,,,,
14,pti ko mubarak bad deta ho inshaallah imran khan hum ko mayous nahi karengay,<ORG--pti> ko mubarak bad deta ho inshaallah <PER--imran khan> hum ko mayous nahi karengay,1,1,0,,,,,,
6,"Wow superb, keep it up lady","Wow superb, keep it up lady",0,0,0,,,,,,
37,mazay ka hai sab kuch over all speed b achi hai net gaming nd multitasking sab se achi cheez is ki bulit quality or component boht high class hai is leay heatup nai hota jo best hai,mazay ka hai sab kuch over all speed b achi hai net gaming nd multitasking sab se achi cheez is ki bulit quality or component boht high class hai is leay heatup nai hota jo best hai,0,0,0,,,,,,
1,Beshak,Beshak,0,0,0,,,,,,
22,aunty ji imran khan ney ortey nhi nachwai uski party ne kya pti hi aygi nwaz ki to nind hogyi haram abb,aunty ji <PER--imran khan> ney ortey nhi nachwai uski party ne kya <ORG--pti> hi aygi <PER--nwaz> ki to nind hogyi haram abb,2,1,0,,,,,,
14,"Is mulk ka qanoon kisi qabil nahi, sb chor khuley aam phir rahey hein","Is mulk ka qanoon kisi qabil nahi, sb chor khuley aam phir rahey hein",0,0,0,,,,,,
27,doc goh dradnan shah11 shk 54 pagal malang arsched jb dosry dako ak sath mil skty han tm hum unki safon m drar kyun ni dal sakte,doc <PER--goh> dradnan shah11 shk 54 pagal malang <PER--arsched> jb dosry dako ak sath mil skty han tm hum unki safon m drar kyun ni dal sakte,2,0,0,,,,,,
5,all a bhai g alla,all a bhai g alla,0,0,0,,,,,,
16,imrankhanpti mehengaee kaha pahunchy kia in sub ka zimmadar imran khan ya bhutoo ya musharaf hain,imrankhanpti mehengaee kaha pahunchy kia in sub ka zimmadar <PER--imran khan> ya <PER--bhutoo> ya <PER--musharaf> hain,3,0,0,,,,,,
12,v love haji abdul razaq and salman iqbal . v love ary?,v love haji <PER--abdul razaq> and <PER--salman iqbal> . v love ary?,2,0,0,,,,,,
9,ya allah ye pathan akhrot na nekly bus imrankhan,ya allah ye pathan akhrot na nekly bus <PER--imrankhan>,1,0,0,,,,,,
13,khan sahb apko khushi k maray neend nhi aa rhi na ? ??,<PER--khan> sahb apko khushi k maray neend nhi aa rhi na ? ??,1,0,0,,,,,,
36,jkt tumhain ub yeh sab to judicial commission main sabit karna hoga elawaaeen qarzay maaf karanay walay ilzam ki bhee safaee daina ho gee i also demand jc should investigate the allegations on khattak regarding mines,<PER--jkt> tumhain ub yeh sab to <ORG--judicial commission> main sabit karna hoga elawaaeen qarzay maaf karanay walay ilzam ki bhee safaee daina ho gee i also demand <ORG--jc> should investigate the allegations on <PER--khattak> regarding mines,2,2,0,,,,,,
47,Vladimir Putin 2 martaba sadar muntakhib ho chuke hain aur in ki meyaad March 2008 mein khatam ho rahi thi lekin tab bhi in ka yehi kehna tha ke Russia ki taraqqi ke liye maujoda policies ka tasalsul aur khud in ka iqtedar mein rehna zarori hai.,<PER--Vladimir Putin> 2 martaba sadar muntakhib ho chuke hain aur in ki meyaad March 2008 mein khatam ho rahi thi lekin tab bhi in ka yehi kehna tha ke <LOC--Russia> ki taraqqi ke liye maujoda policies ka tasalsul aur khud in ka iqtedar mein rehna zarori hai.,1,0,1,,,,,,
12,imrankhanpti assalamualaikum yeh imtiaz q purana pakistan mai muft taleem honi chahiy,imrankhanpti assalamualaikum yeh <PER--imtiaz> q purana <LOC--pakistan> mai muft taleem honi chahiy,1,0,1,,,,,,
17,bahot achha laga song apne dur gaye pyar ki yaad aati he dard hota he ......... ?,bahot achha laga song apne dur gaye pyar ki yaad aati he dard hota he ......... ?,0,0,0,,,,,,
10,mudasar4nation allah rehm kry ik pa or is mulk pa,mudasar4nation allah rehm kry <PER--ik> pa or is mulk pa,1,0,0,,,,,,
11,pti ky pyr mai logon ny kya kya jhela hai aamirliaquat,<ORG--pti> ky pyr mai logon ny kya kya jhela hai <PER--aamirliaquat>,1,1,0,,,,,,
25,Is ke elawa jagirdarana culture aur khatoon ki kamzor mashrati hesiyat ki wajah se hodod o qawanin ko bator hatyar istemal kiya ja raha tha,Is ke elawa jagirdarana culture aur khatoon ki kamzor mashrati hesiyat ki wajah se hodod o qawanin ko bator hatyar istemal kiya ja raha tha,0,0,0,,,,,,
4,Ye daily ata hai?,Ye daily ata hai?,0,0,0,,,,,,
29,Shahid Afridi apne oper se one day slogger ka label hatane ke liye sir torh koshishen karte rehte hain aura b tak inho ne jo test match khele hain,<PER--Shahid Afridi> apne oper se one day slogger ka label hatane ke liye sir torh koshishen karte rehte hain aura b tak inho ne jo test match khele hain,1,0,0,,,,,,
6,hamen to zaroort hi nhi prti‚‚,hamen to zaroort hi nhi prti‚‚,0,0,0,,,,,,
35,dosto in fazool sets par paise barbaad karne se acha hai ke ap samsung ya nokia etc ka set le lo . original sets hain samsung nokia etc 5saak mai b koi problem nai karte,dosto in fazool sets par paise barbaad karne se acha hai ke ap <ORG--samsung> ya <ORG--nokia> etc ka set le lo . original sets hain <ORG--samsung> <ORG--nokia> etc 5saak mai b koi problem nai karte,0,4,0,,,,,,
11,bht bht bht bht bht bht bht bht nice set hy,bht bht bht bht bht bht bht bht nice set hy,0,0,0,,,,,,
19,Ya rab mere soye hue dost ko jaga de - Bister hai uska naram to pathar ka bana de,Ya rab mere soye hue dost ko jaga de - Bister hai uska naram to pathar ka bana de,0,0,0,,,,,,
30,itni slow film ! nira style itni tareefain suni thi maza nae aya? . poor quality of vfx 60 crore is fake i think budget is 5 to 10 crore,itni slow film ! nira style itni tareefain suni thi maza nae aya? . poor quality of vfx 60 crore is fake i think budget is 5 to 10 crore,0,0,0,,,,,,
10,Kamaaaaaaal ki baten koi jhot nahi is mn bilkul right,Kamaaaaaaal ki baten koi jhot nahi is mn bilkul right,0,0,0,,,,,,
22,khanewal say azad umedwar syed fakher imam pti main shamil azad arkan ki bani gala amad pti main shamoliat ka elaan karengay,<LOC--khanewal> say azad umedwar <PER--syed fakher imam> <ORG--pti> main shamil azad arkan ki <LOC--bani gala> amad <ORG--pti> main shamoliat ka elaan karengay,1,2,2,,,,,,
14,Ma sha Allah Allah pak apna karam furmay or sahat yabi ata furmay Ameen,Ma sha Allah Allah pak apna karam furmay or sahat yabi ata furmay Ameen,0,0,0,,,,,,
8,hamara mutalba hy tmam halqay dobara kholay jain,hamara mutalba hy tmam halqay dobara kholay jain,0,0,0,,,,,,
13,behtreen set ha qeemat ke lehaz se touch speed wifi 3g behtr ha,behtreen set ha qeemat ke lehaz se touch speed wifi 3g behtr ha,0,0,0,,,,,,
9,yeh yaqenan sab k leyeh feida mand hn ge,yeh yaqenan sab k leyeh feida mand hn ge,0,0,0,,,,,,
23,Inho ne Soofiya-e-karam ke peyghamat ko duniya ke kone kone tak pohnchaya aur un ke faiz se khud unhe bepanah shohrat nasib hui,Inho ne Soofiya-e-karam ke peyghamat ko duniya ke kone kone tak pohnchaya aur un ke faiz se khud unhe bepanah shohrat nasib hui,0,0,0,,,,,,
10,pata nahi meri kab jaan chootey gi teri nahoosat se,pata nahi meri kab jaan chootey gi teri nahoosat se,0,0,0,,,,,,
6,Murs farooqe khn gi teri mursi,Murs farooqe khn gi teri mursi,0,0,0,,,,,,
9,koi sharam .. koi haya .. hain ji ..,koi sharam .. koi haya .. hain ji ..,0,0,0,,,,,,
10,"Hyeee yh bndi, banda, amma jw bhi hai best hai","Hyeee yh bndi, banda, amma jw bhi hai best hai",0,0,0,,,,,,
14,imrankhanpti boss yaa apnaa hee bandaa hai andar say pti ka jiyalaa hai d,imrankhanpti boss yaa apnaa hee bandaa hai andar say <ORG--pti> ka jiyalaa hai d,0,1,0,,,,,,
11,Ye munafik Or Gustakh insan hae.....Kalma parh k mukarne wala baygairat,Ye munafik Or Gustakh insan hae.....Kalma parh k mukarne wala baygairat,0,0,0,,,,,,
17,bus kerdien khan shb ... enjoy the limelight from the good deed that you just did .,bus kerdien <PER--khan> shb ... enjoy the limelight from the good deed that you just did .,1,0,0,,,,,,
14,Bhai jaan chuti nai mili.. halkay main is say strong candidate koi nai ha...,Bhai jaan chuti nai mili.. halkay main is say strong candidate koi nai ha...,0,0,0,,,,,,
7,Hazrat g aj mere liye Khas dua,Hazrat g aj mere liye Khas dua,0,0,0,,,,,,
10,wha g wha lohare di kouriyan hira mandi di londiyan?,wha g wha <LOC--lohare> di kouriyan <LOC--hira mandi> di londiyan?,0,0,2,,,,,,
11,shadi beyah per fazul rasoomat se jitna bacha jaye behter hai,shadi beyah per fazul rasoomat se jitna bacha jaye behter hai,0,0,0,,,,,,
25,"bilawajah bhutto pehly bolna seekhey aur phir tanqeed kary, kaaghaz se parh ke taqreeren kernay waley ko kiya pata mulk mein kia chal raha hai","bilawajah <PER--bhutto> pehly bolna seekhey aur phir tanqeed kary, kaaghaz se parh ke taqreeren kernay waley ko kiya pata mulk mein kia chal raha hai",1,0,0,,,,,,
18,Mere bhi kuch usool hain lekin is tarah ke nahi ke shor na karo ya mauseeqi na suno.,Mere bhi kuch usool hain lekin is tarah ke nahi ke shor na karo ya mauseeqi na suno.,0,0,0,,,,,,
14,syedashehlaraza karachi ke beti aye hai mn to kaha sharam se he pti hai,<PER--syedashehlaraza> <LOC--karachi> ke beti aye hai mn to kaha sharam se he <ORG--pti> hai,1,1,1,,,,,,
10,Maloom huwa k June main 31 tareekh nahi hoti hai.,Maloom huwa k June main 31 tareekh nahi hoti hai.,0,0,0,,,,,,
48,Simi final mein Jahangir ne Hadayat Jahan ko shikst di thi jabke Hint ne doosre simi final mein Faqmer Zaman ko haraya tha 34 sala Hint World open mein naqabil taskher chale arahe they aur 1975 sey hone wale iss tournament mein har bar fateh lout rahe they,Simi final mein <PER--Jahangir> ne <PER--Hadayat Jahan> ko shikst di thi jabke <PER--Hint> ne doosre simi final mein <PER--Faqmer Zaman> ko haraya tha 34 sala <PER--Hint> World open mein naqabil taskher chale arahe they aur 1975 sey hone wale iss tournament mein har bar fateh lout rahe they,5,0,0,,,,,,
18,ghalt army ya army man k relative karvai jaiez nhi hai . political worker eligible to get punishment,ghalt army ya army man k relative karvai jaiez nhi hai . political worker eligible to get punishment,0,0,0,,,,,,
14,yaro sheikh rashid umpire aur imran khan ka bhonkoo ha unki turjumani krta ha,yaro <PER--sheikh rashid> umpire aur <PER--imran khan> ka bhonkoo ha unki turjumani krta ha,2,0,0,,,,,,
22,Eid K Mokay Pr Pakistani Parcham Lehra Dia Gia Bharti Fauj ka Lathi Charge Huriat Rehnuma Eid Pr Bhi Gharon Me NazarBand,Eid K Mokay Pr Pakistani Parcham Lehra Dia Gia <ORG--Bharti Fauj> ka Lathi Charge Huriat Rehnuma Eid Pr Bhi Gharon Me NazarBand,0,1,0,,,,,,
80,abbay khassi chuu tiyaa its not australia its austria tu sahi tarha patwari pan nahi dekha raha teri salary ruk sakti hai originally posted by farooq22 australia mein kabhi usa viceroy ki hukmut martial law sy nahi bani na koi zakat chori sy siasat dan bana baki rahi aftab iqbal ki auqat ppp nasli ppp sy h is ka khud lafafa ky lie pasha party mein a gia sher ki abhi jaan li ja sakti h resign nahi mind this,abbay khassi chuu tiyaa its not <LOC--australia> its <LOC--austria> tu sahi tarha patwari pan nahi dekha raha teri salary ruk sakti hai originally posted by farooq22 <LOC--australia> mein kabhi <LOC--usa> viceroy ki hukmut martial law sy nahi bani na koi zakat chori sy siasat dan bana baki rahi <PER--aftab iqbal> ki auqat <ORG--ppp> nasli <ORG--ppp> sy h is ka khud lafafa ky lie <PER--pasha> party mein a gia <ORG--sher> ki abhi jaan li ja sakti h resign nahi mind this,2,3,4,,,,,,
3,ahsanali23654 20 nayapakistan,ahsanali23654 20 nayapakistan,0,0,0,,,,,,
14,Anmol khazana me Quran e pak ki kuch khas ayatien ikhtii krk parhni hy,Anmol khazana me Quran e pak ki kuch khas ayatien ikhtii krk parhni hy,0,0,0,,,,,,
19,g han speed pehly si kam hai lykin chal to rha hai .. ye bhi barhi bhat hai .,g han speed pehly si kam hai lykin chal to rha hai .. ye bhi barhi bhat hai .,0,0,0,,,,,,
13,"hum ne himat nahi hari, hum neek niyati ke sath lage howae hain","hum ne himat nahi hari, hum neek niyati ke sath lage howae hain",0,0,0,,,,,,
11,naeemah68876329 wuzgar imrankhanpti mianwalli kee shaan hai ik fikar naa karou,naeemah68876329 wuzgar imrankhanpti <LOC--mianwalli> kee shaan hai <PER--ik> fikar naa karou,1,0,1,,,,,,
17,Is aunty ki language bta rahi hai sab kuch.. k kasi tarbiat hui hai is aunty ki,Is aunty ki language bta rahi hai sab kuch.. k kasi tarbiat hui hai is aunty ki,0,0,0,,,,,,
25,moeednj asad umar in sha allah dr sb hum kub kam aingae 25 saal se bahar reh kar kama rahe hein ik madina ki hu,moeednj <PER--asad umar> in sha allah dr sb hum kub kam aingae 25 saal se bahar reh kar kama rahe hein ik madina ki hu,1,0,0,,,,,,
20,lanti kuta imran niazi zany ur kutay pti dalla harami kamina khinzer kanjar ur kutay dalay saqib nisar kamina khinzeer,lanti kuta <PER--imran niazi> zany ur kutay <ORG--pti> dalla harami kamina khinzer kanjar ur kutay dalay <PER--saqib nisar> kamina khinzeer,2,1,0,,,,,,
16,Jis shobey mein bhi inho ne qadam rakha aur khud ko aehal aur bakamaal sabit kiya,Jis shobey mein bhi inho ne qadam rakha aur khud ko aehal aur bakamaal sabit kiya,0,0,0,,,,,,
14,paani chori ki saza 10 saal hogi aur sath 10 lakh jurmana bhi hoga,paani chori ki saza 10 saal hogi aur sath 10 lakh jurmana bhi hoga,0,0,0,,,,,,
29,ye Drama buhat Addictive hai Ye Drama Dekhne ke Bad yahn pe Comments Dekhne se bhi maza ata hai. Billo is playing a Positive Character now..D.j too.Fully enjoyed today,ye Drama buhat Addictive hai Ye Drama Dekhne ke Bad yahn pe Comments Dekhne se bhi maza ata hai. <PER--Billo> is playing a Positive Character now..<PER--D.j> too.Fully enjoyed today,2,0,0,,,,,,
6,ALLAH LAMBI UMAR DE ..... Ameen,ALLAH LAMBI UMAR DE ..... Ameen,0,0,0,,,,,,
22,Behan faraz manan ka lehmga pehne wle saaade se to log hn...LNG ka chota sa to ghapla hai ita to acha hai,Behan <ORG--faraz manan> ka lehmga pehne wle saaade se to log hn...LNG ka chota sa to ghapla hai ita to acha hai,0,1,0,,,,,,
6,bohat umda tutorial hay . jazakallah,bohat umda tutorial hay . jazakallah,0,0,0,,,,,,
57,adeel asal main sharif aadmi hai . abhi tak adeel ne sirf aik ghalat kaam kiya hai & wo hai gul se zabaradasti shaadi . adeel gul ki izzat kerta hai uss ki badtamiziyon & buray rawayyay ka bawajood even uss kay friend ashar ko bhi bardasht kerta hai . gul e rana bewaqoof larki hai .,<PER--adeel> asal main sharif aadmi hai . abhi tak <PER--adeel> ne sirf aik ghalat kaam kiya hai & wo hai <PER--gul> se zabaradasti shaadi . <PER--adeel> <PER--gul> ki izzat kerta hai uss ki badtamiziyon & buray rawayyay ka bawajood even uss kay friend <PER--ashar> ko bhi bardasht kerta hai . <PER--gul e rana> bewaqoof larki hai .,7,0,0,,,,,,
23,khushi tu bht hai kehna tu bht kuch chahta ho leken kis ko sunnawoo un ko tu joty mar k samjha diya gaya,khushi tu bht hai kehna tu bht kuch chahta ho leken kis ko sunnawoo un ko tu joty mar k samjha diya gaya,0,0,0,,,,,,
23,o geo k gdho kal pti nai kha ha sb ko farig krain gy es liy siyasat chmka rhay hai or kuch nae,o <ORG--geo> k gdho kal <ORG--pti> nai kha ha sb ko farig krain gy es liy siyasat chmka rhay hai or kuch nae,0,2,0,,,,,,
3,Lakin Mout Nahi,Lakin Mout Nahi,0,0,0,,,,,,
26,he is a good leader . us jaisa koi nahi aaya aj tak quaid k baad . he is a nice person . best leader .,he is a good leader . us jaisa koi nahi aaya aj tak <PER--quaid> k baad . he is a nice person . best leader .,1,0,0,,,,,,
7,links bilkul kaam nahi ker rahy .,links bilkul kaam nahi ker rahy .,0,0,0,,,,,,
9,acha m e hoon nalaik na smjh or kch,acha m e hoon nalaik na smjh or kch,0,0,0,,,,,,
24,Allah k liey Nawaz sharif jaisy chor luteron ko apna leader mt bnao warna ye Pak mulk din badin dobta chla jaye ga. .,Allah k liey <PER--Nawaz sharif> jaisy chor luteron ko apna leader mt bnao warna ye <LOC--Pak> mulk din badin dobta chla jaye ga. .,1,0,1,,,,,,
18,jo nataij rokay howe thay wo tu pmln k haq mai arahe hain dhandli kon kr raha hai,jo nataij rokay howe thay wo tu <ORG--pmln> k haq mai arahe hain dhandli kon kr raha hai,0,1,0,,,,,,
18,Agr ata hai to nach len Š vexe hi zehreely hen or izafa hjae ga zehreely pan me,Agr ata hai to nach len Š vexe hi zehreely hen or izafa hjae ga zehreely pan me,0,0,0,,,,,,
7,pti ko jitwa diya apne area se,<ORG--pti> ko jitwa diya apne area se,0,1,0,,,,,,
10,saimafarooq buahahahhahaha ab jo marzi kro ik pm ban chuqa,<PER--saimafarooq> buahahahhahaha ab jo marzi kro <PER--ik> pm ban chuqa,2,0,0,,,,,,
17,ppp or mqm ka aisa hi rishta hai jese shalwar or naaday ( zaarband ) ka .,<ORG--ppp> or <ORG--mqm> ka aisa hi rishta hai jese shalwar or naaday ( zaarband ) ka .,0,2,0,,,,,,
78,Mr app jin country ke bat kar rahay ho like Switzerland un k borders b atnay duahman mulko sa ni miltay ho gay ya b soch lo k Pakistan kis k sath apna border share karta ha har tarf sa e khatra hota ha ap ko Pakistan ka khoud e arba parna chahiya aik din border ma army na ho phir tumain pata chalay jo log app ko protect karta ha uni k khalaf battain shame on u,Mr app jin country ke bat kar rahay ho like <LOC--Switzerland> un k borders b atnay duahman mulko sa ni miltay ho gay ya b soch lo k <LOC--Pakistan> kis k sath apna border share karta ha har tarf sa e khatra hota ha ap ko <LOC--Pakistan> ka khoud e arba parna chahiya aik din border ma army na ho phir tumain pata chalay jo log app ko protect karta ha uni k khalaf battain shame on u,0,0,3,,,,,,
23,waseembadami saad rafiq ko pta chal gya hoga ik k sayh allah ki madad hai us nae lohay k channay bhi chaba liye,<PER--waseembadami> <PER--saad rafiq> ko pta chal gya hoga <PER--ik> k sayh allah ki madad hai us nae lohay k channay bhi chaba liye,3,0,0,,,,,,
26,mere khyal se agar adnan sami ko ignore kar diya jaey to bahtar hoga q k is shakhs ko pakistan se zyada india se mohabbat hai,mere khyal se agar <PER--adnan sami> ko ignore kar diya jaey to bahtar hoga q k is shakhs ko <LOC--pakistan> se zyada <LOC--india> se mohabbat hai,1,0,2,,,,,,
18,"meray barey mein soch ker bola karo, ager main bola to tumhen chupney ki jagah nahi miley gi","meray barey mein soch ker bola karo, ager main bola to tumhen chupney ki jagah nahi miley gi",0,0,0,,,,,,
6,Haan per treat toh do pehle,Haan per treat toh do pehle,0,0,0,,,,,,
8,yar app ke tou aik be nai hoi,yar app ke tou aik be nai hoi,0,0,0,,,,,,
6,izhaaremuzamat hazara pti 2 pmln 2,izhaaremuzamat hazara <ORG--pti> 2 <ORG--pmln> 2,0,2,0,,,,,,
1,jajaja,jajaja,0,0,0,,,,,,
20,main recommend karta hon k ye set na lein ... kiun k ye chalte chalte band ho jata hai ..,main recommend karta hon k ye set na lein ... kiun k ye chalte chalte band ho jata hai ..,0,0,0,,,,,,
23,pmln walun se kahu phr hai himmat toh pak k liye shaheed hujaen ja k kahin jail me unse betha ni ja raha,<ORG--pmln> walun se kahu phr hai himmat toh <LOC--pak> k liye shaheed hujaen ja k kahin jail me unse betha ni ja raha,0,1,1,,,,,,
7,Bus kar Yar ye Kia isue banaya,Bus kar Yar ye Kia isue banaya,0,0,0,,,,,,
12,modi sarkar pagalpan aur insani haqooq per hamla kerny se baaz rahy,<PER--modi> sarkar pagalpan aur insani haqooq per hamla kerny se baaz rahy,1,0,0,,,,,,
8,both q k bachy choclate or hum vanilla,both q k bachy choclate or hum vanilla,0,0,0,,,,,,
29,5th December 1971 ko Major Akram alif alif company ki Kaman karte howae 9 baje subah 40 MMC aur aik supahi ke sath dushman ke tankon ki taraf barhe,5th December 1971 ko Major <PER--Akram alif> <LOC--alif company> ki Kaman karte howae 9 baje subah 40 MMC aur aik supahi ke sath dushman ke tankon ki taraf barhe,1,0,1,,,,,,
13,nice g to good choro koi bat masal thori hai love u ayeza?,nice g to good choro koi bat masal thori hai love u <PER--ayeza>?,1,0,0,,,,,,
17,Kitab ul tareekh Islam se pehle aur Islam ke bad ki tareekh Yaqoobi bhi kaha jata hai,Kitab ul tareekh Islam se pehle aur Islam ke bad ki tareekh Yaqoobi bhi kaha jata hai,0,0,0,,,,,,
21,not urbroo aimenzahrakhan bas yahe kam reh gay noon walo k pas roty raho sarty raho pm imrankhan or cm b,not urbroo <PER--aimenzahrakhan> bas yahe kam reh gay <ORG--noon> walo k pas roty raho sarty raho pm <PER--imrankhan> or cm b,2,1,0,,,,,,
18,plz iqrar bhai kbhe koe to sundh ky gao me bhe aai dekhe kya halt h awam k,plz <PER--iqrar> bhai kbhe koe to <LOC--sundh> ky gao me bhe aai dekhe kya halt h awam k,1,0,1,,,,,,
5,haha keh kon raya e,haha keh kon raya e,0,0,0,,,,,,
158,hakoomat ne 2 saal main saabiqa hakoomat ko koosny or bijli mehngi karny ke siwa kuch nahi kya ..... rental bijli se jo kom ka qeemti paisa kharach ho ga ( ab to bacha bacha jaanta hay ) is se kam az kam chand afraad ko to bahut faida ho ga mulk ki khair hay ..... ab andaaza ho raha hay yeh siaasat daan kyun mulk main kala bagh dam ke kion mukhalif hain ???? ab andaaza hua ke wazir bijli ne kion parliment main debait karay bagheir kala bagh dam ka mansooba khatam karaaya or ab rental power supply mansooba bhi parliment se baala hi baala kion start karwa dia ??? zahir hay 150 arb ka kharcha to mulk ka hoga na ...... awam ke saamny soorat haal clear tar hoti ja rahi hay ... !! aakhir hum mulk ka bhalaa kion nahi sochty ?? or sirf apna faida soochny waaly doob ke kion nahi marty ???,hakoomat ne 2 saal main saabiqa hakoomat ko koosny or bijli mehngi karny ke siwa kuch nahi kya ..... rental bijli se jo kom ka qeemti paisa kharach ho ga ( ab to bacha bacha jaanta hay ) is se kam az kam chand afraad ko to bahut faida ho ga mulk ki khair hay ..... ab andaaza ho raha hay yeh siaasat daan kyun mulk main <LOC--kala bagh dam> ke kion mukhalif hain ???? ab andaaza hua ke wazir bijli ne kion <ORG--parliment> main debait karay bagheir <LOC--kala bagh dam> ka mansooba khatam karaaya or ab rental power supply mansooba bhi <ORG--parliment> se baala hi baala kion start karwa dia ??? zahir hay 150 arb ka kharcha to mulk ka hoga na ...... awam ke saamny soorat haal clear tar hoti ja rahi hay ... !! aakhir hum mulk ka bhalaa kion nahi sochty ?? or sirf apna faida soochny waaly doob ke kion nahi marty ???,0,2,2,,,,,,
11,Ya allah humri abdton ko es rat ky sadqy qabol farma,Ya allah humri abdton ko es rat ky sadqy qabol farma,0,0,0,,,,,,
3,best fone ever,best fone ever,0,0,0,,,,,,
9,Kaha ja sakta hai ke Mister se Maulana tak,Kaha ja sakta hai ke Mister se Maulana tak,0,0,0,,,,,,
13,wow mu m pani agia bht mazeedar lg rha hy dekhny m he,wow mu m pani agia bht mazeedar lg rha hy dekhny m he,0,0,0,,,,,,
9,thank you dear hum se shair karne ka shukriya,thank you dear hum se shair karne ka shukriya,0,0,0,,,,,,
14,slam lala how r u ? lala khi k halat to hamesha khrab rahengy,slam <PER--lala> how r u ? <PER--lala> <LOC--khi> k halat to hamesha khrab rahengy,2,0,1,,,,,,
8,rahbar committee ko khud rahbari ki zarurat hai,<ORG--rahbar committee> ko khud rahbari ki zarurat hai,0,1,0,,,,,,
14,"police ko awam ka muhafiz hona chahiye, lekin wo ulta jallad baney huwey hein","police ko awam ka muhafiz hona chahiye, lekin wo ulta jallad baney huwey hein",0,0,0,,,,,,
22,tum ko to fursat na thi ksi afsaany ko prhny ki hum to bikte rahy tere bazaar main kitabon ki tarh imrankhan,tum ko to fursat na thi ksi afsaany ko prhny ki hum to bikte rahy tere bazaar main kitabon ki tarh <PER--imrankhan>,1,0,0,,,,,,
29,but imf ka bycott nhi kia esa q kahin ye bhi to bheek sy mulk nhi chalany waly ya ppp n pmln ki murghi haram wohi pti ki halaal,but <ORG--imf> ka bycott nhi kia esa q kahin ye bhi to bheek sy mulk nhi chalany waly ya <ORG--ppp> n <ORG--pmln> ki murghi haram wohi <ORG--pti> ki halaal,0,4,0,,,,,,
11,kia baat hai ! hamare sath share karne keliay shukria .,kia baat hai ! hamare sath share karne keliay shukria .,0,0,0,,,,,,
24,"10 foji shaheed ho gaye tweet nai aaya madam ka, baap k pait mein gas b ho jaye to qomi masla bna deti hai","10 foji shaheed ho gaye tweet nai aaya madam ka, baap k pait mein gas b ho jaye to qomi masla bna deti hai",0,0,0,,,,,,
14,"Is product nay mujhay mayusi say nikal deya. Shukria masood, homeo online or daraz.","Is product nay mujhay mayusi say nikal deya. Shukria <PER--masood>, homeo online or <ORG--daraz>.",1,1,0,,,,,,
23,and yeh shy ko apni itni pasand ayi kay us ne me juice pilaya khush ho kar lol ) shyprincess {( martini )},and yeh shy ko apni itni pasand ayi kay us ne me juice pilaya khush ho kar lol ) shyprincess {( martini )},0,0,0,,,,,,
21,Purani Subzi Mandi Se Essa Nagri Tak Jaga Jaga Charas Heroien Or Deegar Manshiyat Ki Farokht Jari Hai Hukkam Notice Lein,<LOC--Purani Subzi Mandi> Se <LOC--Essa Nagri> Tak Jaga Jaga Charas Heroien Or Deegar Manshiyat Ki Farokht Jari Hai Hukkam Notice Lein,0,0,2,,,,,,
17,dimagh ki dahi kaisay bnti ha me pmln supporters k ghr mai pti ko support kr lo,dimagh ki dahi kaisay bnti ha me <ORG--pmln> supporters k ghr mai <ORG--pti> ko support kr lo,0,2,0,,,,,,
14,friends me ye mobile aaj le kar aaya hon yaqin maano buhat acha hai,friends me ye mobile aaj le kar aaya hon yaqin maano buhat acha hai,0,0,0,,,,,,
28,Yeh film itni kamiyab hui ke is ke sequel banane ka silsila aaj bhi jari hai aur is series ki 5 films numaiysh ke liye nominate kiya gaya,Yeh film itni kamiyab hui ke is ke sequel banane ka silsila aaj bhi jari hai aur is series ki 5 films numaiysh ke liye nominate kiya gaya,0,0,0,,,,,,
24,ajeeb bat hai nokia ne 4g tak de diya is phone me magar front facing camera ni diya lakin wasy bohat acha set ha,ajeeb bat hai <ORG--nokia> ne 4g tak de diya is phone me magar front facing camera ni diya lakin wasy bohat acha set ha,0,1,0,,,,,,
17,Hum sub k lye dua farma Day ap ko eid mubark Ho allah ap ko salamat rakhay,Hum sub k lye dua farma Day ap ko eid mubark Ho allah ap ko salamat rakhay,0,0,0,,,,,,
29,chorr baap nayy saraa zorr so called political training per hii lagaa diyaa thaa thorii dosrii training bhii dayy daytaa tuu rana sana ullah apnii gandii zubann naa kholtaa,chorr baap nayy saraa zorr so called political training per hii lagaa diyaa thaa thorii dosrii training bhii dayy daytaa tuu <PER--rana sana ullah> apnii gandii zubann naa kholtaa,1,0,0,,,,,,
58,Ubqari admin..city42 p hazrat g k program rahe hidayat k tamam episodes apny ubqari k fb p dal den..us me bht achy nushkhy han..jo k hum ubqari k fb p asani se dekh saky gay..tv p kabhi lite nae kbhi koi ajae..plz wo sub programs ubqari ki fb p dal den..us me bht achy nushkhy or wazaif han.,<ORG--Ubqari> admin..<ORG--city42> p hazrat g k program rahe hidayat k tamam episodes apny <ORG--ubqari> k fb p dal den..us me bht achy nushkhy han..jo k hum <ORG--ubqari> k fb p asani se dekh saky gay..tv p kabhi lite nae kbhi koi ajae..plz wo sub programs <ORG--ubqari> ki fb p dal den..us me bht achy nushkhy or wazaif han.,0,5,0,,,,,,
6,Nabia Noor this is so you,<PER--Nabia Noor> this is so you,1,0,0,,,,,,
