Tokens,Sentences,Tagged,PER_COUNT,ORG_COUNT,LOC_COUNT,
61,bayan mein kaha gaya hai ke salamti council ke arakeen ney un hamlon ke liye zimmedaar afraad aur tanzeemon par rok laganay aur inhen adalat ke kathgaray mein laane ki zaroorat par zor diya hai aur sabhi mumalik se bain ul aqwami qawaneen aur salamti council se mutaliq tajaweez ke tehat Afghan hukoomat ke sath taawun karne ki appeal ki hai.,bayan mein kaha gaya hai ke <ORG--salamti council> ke arakeen ney un hamlon ke liye zimmedaar afraad aur tanzeemon par rok laganay aur inhen adalat ke kathgaray mein laane ki zaroorat par zor diya hai aur sabhi mumalik se bain ul aqwami qawaneen aur <ORG--salamti council> se mutaliq tajaweez ke tehat <ORG--Afghan hukoomat> ke sath taawun karne ki appeal ki hai.,0,3,0,
53,"Mossola shikayaat ke mutabiq baaz jaghoun par pakwaan Gas ki black marketing bhi shuru hui hai jahan zaroorat mand sarfeen ko fi kis Gas Cylinder ke aiwaz ek hazaar rupay se baada 100 rupay ada karne padte hain, Taham sarkari zaraye ki manen to waadi mein rasoi Gas ki koi kami nahi hai.","Mossola shikayaat ke mutabiq baaz jaghoun par pakwaan Gas ki black marketing bhi shuru hui hai jahan zaroorat mand sarfeen ko fi kis Gas Cylinder ke aiwaz ek hazaar rupay se baada 100 rupay ada karne padte hain, Taham sarkari zaraye ki manen to waadi mein rasoi Gas ki koi kami nahi hai.",0,0,0,
20,Chidambaram Twit karte hue kaha ”Hindustan jamhoori asharih ( Democracy Index ) mein 10 maqam se peechay ho gaya hai.,<PER--Chidambaram> Twit karte hue kaha ”<LOC--Hindustan> jamhoori asharih ( Democracy Index ) mein 10 maqam se peechay ho gaya hai.,1,0,1,
14,Telangana RTC mulazmeen ki janib se 14 dinon se jari har-taal wazeer aala K.,<LOC--Telangana> <ORG--RTC> mulazmeen ki janib se 14 dinon se jari har-taal wazeer aala K.,0,1,1,
31,Mumbai mein match ke baad Award ki takseem ki takreeb mein Kohli ne tasleem kiya ke jab bhi 4 number par unhoun ne batting ki team ko faida nahi huva hai.,<LOC--Mumbai> mein match ke baad Award ki takseem ki takreeb mein <PER--Kohli> ne tasleem kiya ke jab bhi 4 number par unhoun ne batting ki team ko faida nahi huva hai.,1,0,1,
20,Dimitrov Coric se hargye aur ek muqami akhbar ney ittila di ke tab se Dimitrov ki tabiyat theek nahi hai.,<PER--Dimitrov Coric> se hargye aur ek muqami akhbar ney ittila di ke tab se <PER--Dimitrov> ki tabiyat theek nahi hai.,2,0,0,
19,Unhoun neh mazeed kaha ke shehrioun ki aamad waraft par kam az kam 2 haftay tak pabandi barqarar rahegi.,Unhoun neh mazeed kaha ke shehrioun ki aamad waraft par kam az kam 2 haftay tak pabandi barqarar rahegi.,0,0,0,
21,Bartanwi akhbar “Daily Mail” ke mutabiq teen manzlon par mushtami l “Stack Rock Fort ” mein spiral staircases nazar aata hai.,Bartanwi akhbar “<ORG--Daily Mail>” ke mutabiq teen manzlon par mushtami l “<LOC--Stack Rock Fort> ” mein spiral staircases nazar aata hai.,0,1,1,
24,woh kehte hain ke mai har shaam ko saroun ki ginti karta hon taakay yeh maloom ho ke woh sab ghar par mojood hain.,woh kehte hain ke mai har shaam ko saroun ki ginti karta hon taakay yeh maloom ho ke woh sab ghar par mojood hain.,0,0,0,
36,SPA ki sarkari khabar rasan Agency ki khabar ke mutabiq un mazakiraat mein khittay mein aman amal ke imkanaat aur Palestines aur Israeli fariqain ke mabain mazakiraat shuru karne ki zaroorat ka ihata kiya gaya hai.,<ORG--SPA> ki sarkari khabar rasan Agency ki khabar ke mutabiq un mazakiraat mein khittay mein aman amal ke imkanaat aur Palestines aur Israeli fariqain ke mabain mazakiraat shuru karne ki zaroorat ka ihata kiya gaya hai.,0,1,0,
18,Police ne is maamla mein saat afraad ke khilaaf FIR darj karkay tafteesh ka aaghaz kar diya hai.,Police ne is maamla mein saat afraad ke khilaaf FIR darj karkay tafteesh ka aaghaz kar diya hai.,0,0,0,
31,is mauqa par hukoomat Pakistan ne muamlay mein mudakhlat karte hue Srilankan board ko full proof security intizamaa ki yaqeen dehani karwai jis ke baad is doray ki raah hamwar hui.,is mauqa par <ORG--hukoomat Pakistan> ne muamlay mein mudakhlat karte hue Srilankan board ko full proof security intizamaa ki yaqeen dehani karwai jis ke baad is doray ki raah hamwar hui.,0,1,0,
49,Italian consul ko un ki ghair haazri mein rawan saal January mein 15 saal qaid aur 10 laakh pound jrmane ki saza sunayi gayi thi lekin haliya adalti faislay ke baad agar Misri hukkaam inhen giraftar karne mein kamyaab ho jatay hain to inhen 30 saal qaid kaatna hogi.,Italian consul ko un ki ghair haazri mein rawan saal January mein 15 saal qaid aur 10 laakh pound jrmane ki saza sunayi gayi thi lekin haliya adalti faislay ke baad agar Misri hukkaam inhen giraftar karne mein kamyaab ho jatay hain to inhen 30 saal qaid kaatna hogi.,0,0,0,
10,Baad azan muzahireen ko police ne tehweel mein le liya.,Baad azan muzahireen ko police ne tehweel mein le liya.,0,0,0,
11,Dr ney shay ki bunyaad par corona test ka faisla kiya.,Dr ney shay ki bunyaad par corona test ka faisla kiya.,0,0,0,
10,701 crore rupay qeemat ki manshiat zabt ki gayi hain.,701 crore rupay qeemat ki manshiat zabt ki gayi hain.,0,0,0,
34,Erraganda Rito bazaar ke ek kisaan Jay Shankar ne kaha ke pichlle 2 mahino mein unhoun ne rozana ki bunyaad par apne Stock ko khatam karne ke liye kam qeemat par sabzian di hain.,<LOC--Erraganda Rito bazaar> ke ek kisaan <PER--Jay Shankar> ne kaha ke pichlle 2 mahino mein unhoun ne rozana ki bunyaad par apne Stock ko khatam karne ke liye kam qeemat par sabzian di hain.,1,0,1,
12,Hyderabad mein Bike par sawaar dono musafiren ko Helmet pehnanay ki muhim,<LOC--Hyderabad> mein Bike par sawaar dono musafiren ko Helmet pehnanay ki muhim,0,0,1,
4,Congress Party ke U.,<ORG--Congress> Party ke U.,0,1,0,
10,cycle Rally ke douran bhi inhen mamooli chout aayi thi.,cycle Rally ke douran bhi inhen mamooli chout aayi thi.,0,0,0,
36,"Hukoomat ko chahiye ke qaazi Sahiban , Masajid aur function hall mein corona ke khilaaf rehnumana khutoot par sakhti se pabandi ka anttam kere aur khilaaf warzi karne walon kay khilaaf sakht jurmane ayed kiye jayen.","Hukoomat ko chahiye ke qaazi Sahiban , Masajid aur function hall mein corona ke khilaaf rehnumana khutoot par sakhti se pabandi ka anttam kere aur khilaaf warzi karne walon kay khilaaf sakht jurmane ayed kiye jayen.",0,0,0,
19,Taham police ne 6 december ko charoun mulzmien ko mubayyana tor par jawabi karwai karte hue goli maar di.,Taham police ne 6 december ko charoun mulzmien ko mubayyana tor par jawabi karwai karte hue goli maar di.,0,0,0,
20,"Aaj mulk ko bad-tareen muashi bohraan ka samna hai, azadi ke baad ke hindustan mein aisa khbi nahi hua tha.","Aaj mulk ko bad-tareen muashi bohraan ka samna hai, azadi ke baad ke <LOC--hindustan> mein aisa khbi nahi hua tha.",0,0,1,
21,doosri janib Doha neh un ilzamaat ko mustard karte hue kaha tha ke khaliji mumalik Doha mein tabdeelian lana chahtay hain.,doosri janib <LOC--Doha> neh un ilzamaat ko mustard karte hue kaha tha ke khaliji mumalik <LOC--Doha> mein tabdeelian lana chahtay hain.,0,0,2,
15,Prkash Javedkar ney kaha ke yeh audio CD Congress dirty trks department ki karstani hai.,<PER--Prkash Javedkar> ney kaha ke yeh audio CD Congress dirty trks department ki karstani hai.,1,0,0,
81,"Yeh college halaanke kayi baras qabal qaim kiya gaya hai lekin reyasti hukoomat is ki janib tavajja nahi day rahi hai aur yeh khasta haal imarat mein tabdeel horahee hai jahan kamrah jamaat ke liye imarat sahih nah honay ke baad fan, benches aur kursiya moujood nahi hain jabkay kayi barson se is ki aahak pashi bhi nahi hui hai jis ki wajah se electric switch board tooti hui haalat mein honay ke alawa Toilets haalat bhi na qabil bayan hai.","Yeh college halaanke kayi baras qabal qaim kiya gaya hai lekin reyasti hukoomat is ki janib tavajja nahi day rahi hai aur yeh khasta haal imarat mein tabdeel horahee hai jahan kamrah jamaat ke liye imarat sahih nah honay ke baad fan, benches aur kursiya moujood nahi hain jabkay kayi barson se is ki aahak pashi bhi nahi hui hai jis ki wajah se electric switch board tooti hui haalat mein honay ke alawa Toilets haalat bhi na qabil bayan hai.",0,0,0,
21,janab Bandaru Dattatria M.P. ney kaha ke aazmin hajj ki khidmat ke liye bulaa lehaaz mazhab o millat log atay hain.,janab <PER--Bandaru Dattatria> M.P. ney kaha ke aazmin hajj ki khidmat ke liye bulaa lehaaz mazhab o millat log atay hain.,1,0,0,
43,"Bataya jata hai ke haliya tashadud ke waqeat ke baad police ne 13 January ek hi kar ke ghar ke do bhayo ko giraftar karte hue adalti tehweel mein day diya tha, Jabkay un waqeat se un bhayo ka koi talluq nahi hai.","Bataya jata hai ke haliya tashadud ke waqeat ke baad police ne 13 January ek hi kar ke ghar ke do bhayo ko giraftar karte hue adalti tehweel mein day diya tha, Jabkay un waqeat se un bhayo ka koi talluq nahi hai.",0,0,0,
16,Darin Isna shehriat mein tarmeem ke hawala se kayi qanooni sawalaat bhi uthaye ja rahay hain.,Darin Isna shehriat mein tarmeem ke hawala se kayi qanooni sawalaat bhi uthaye ja rahay hain.,0,0,0,
10,Namaloom afraad khatoon ki Sonay ki chain chean kar faraar,Namaloom afraad khatoon ki Sonay ki chain chean kar faraar,0,0,0,
17,Aur P Chidambaram  ( 30 November 2008 se 31 July 2012 ) tak wazeer e dakhla they.,Aur <PER--P Chidambaram>  ( 30 November 2008 se 31 July 2012 ) tak wazeer e dakhla they.,1,0,0,
14,Hyderabad ko darpaish sab se bada challenge is ka middle order ka ladkhdana hai.,<LOC--Hyderabad> ko darpaish sab se bada challenge is ka middle order ka ladkhdana hai.,0,0,1,
53,Madinah Munawwara par roshni daaltay hue Aazmeen ko mahswara diya ke woh is muqaddas tareen sarzameen par puray adab o ehtram ka muzahira karen aur apne kisi qoul ya feal ke zareya yeh zahir nah karen ke un se danista ya na danista tor par kisi qisam ki be adbi horahee ho .,<LOC--Madinah Munawwara> par roshni daaltay hue Aazmeen ko mahswara diya ke woh is muqaddas tareen sarzameen par puray adab o ehtram ka muzahira karen aur apne kisi qoul ya feal ke zareya yeh zahir nah karen ke un se danista ya na danista tor par kisi qisam ki be adbi horahee ho .,0,0,1,
21,Yaad rahay ke 3 haftay qabal Urdan ne te shuda muahiday ke bamujab Israel se Gas ki daramad shuru ki thi.,Yaad rahay ke 3 haftay qabal <LOC--Urdan> ne te shuda muahiday ke bamujab <LOC--Israel> se Gas ki daramad shuru ki thi.,0,0,2,
21,Aik aur online taxi service ke liye Ikhlaas Albalushi nami aik khatoon ney bataur driver apna naam ka indraaj karaya hai.,Aik aur online taxi service ke liye <PER--Ikhlaas Albalushi> nami aik khatoon ney bataur driver apna naam ka indraaj karaya hai.,1,0,0,
26,Orthodox  church ke rehnuma ney ek bayan mein kaha aaya Sophia ke liye khatrah poori isaai tahazeeb aur hamari rohaniyat aur tareekh ke liye khatrah hai.,<ORG--Orthodox  church> ke rehnuma ney ek bayan mein kaha <LOC--aaya Sophia> ke liye khatrah poori isaai tahazeeb aur hamari rohaniyat aur tareekh ke liye khatrah hai.,0,1,1,
7,First Day First Show mayoos kun raha,First Day First Show mayoos kun raha,0,0,0,
30,Tournament mein majmoi tor par 81 chhakay lagaye gaye they jis mein Sonnet  Always Professional ne sab se ziyada 61 aur dosray Number par Safa Eleven ne 55 Boundaries lagaye.,Tournament mein majmoi tor par 81 chhakay lagaye gaye they jis mein <PER--Sonnet>  Always Professional ne sab se ziyada 61 aur dosray Number par Safa Eleven ne 55 Boundaries lagaye.,1,0,0,
40,"Gandhi, Patel Nehru, Lohya, Ambedkar aur Maulana Abdul Kamal Azad ke mulk ko dobarah seculer bananay ke liye aap sab pur aman, Adam tashadud tareeqay se is siyah qanoon ke khilaaf, Is siyah qanoon ke khilaaf dileri se agay badhen.","<PER--Gandhi>, <PER--Patel Nehru>, <PER--Lohya>, <PER--Ambedkar> aur Maulana <PER--Abdul Kamal Azad> ke mulk ko dobarah seculer bananay ke liye aap sab pur aman, Adam tashadud tareeqay se is siyah qanoon ke khilaaf, Is siyah qanoon ke khilaaf dileri se agay badhen.",5,0,0,
35,"Unhoun ney reyasti hukoomat par zor diya ke wo medical, Sanitization aur police mulazimeen jo corona se ladai ladtay hue mout ki neend sogaye ke khandan ko fi kas 50 lakh rupiye exgratia  diya jaye.","Unhoun ney reyasti hukoomat par zor diya ke wo medical, Sanitization aur police mulazimeen jo corona se ladai ladtay hue mout ki neend sogaye ke khandan ko fi kas 50 lakh rupiye exgratia  diya jaye.",0,0,0,
34,pichli samaat mein chief justice RS chouhan ne hadhtaal ko ghair qanooni qarar dene se inkaar kar diya aur sath hi hukoomat ko mulazmeen se baat cheet karne ke ehkamaat jari kar diye they.,pichli samaat mein chief justice <PER--RS chouhan> ne hadhtaal ko ghair qanooni qarar dene se inkaar kar diya aur sath hi hukoomat ko mulazmeen se baat cheet karne ke ehkamaat jari kar diye they.,1,0,0,
34,"Hindustan mein, Hyderabad thandhi chhat wali Air Conditioning ki maang kam karne ke liye Technology ki taraf dekh raha hai, Jo sooraj ki roshni ki akkaasi karte hain aur kam garmi jazb karte hain.","<LOC--Hindustan> mein, <LOC--Hyderabad> thandhi chhat wali Air Conditioning ki maang kam karne ke liye Technology ki taraf dekh raha hai, Jo sooraj ki roshni ki akkaasi karte hain aur kam garmi jazb karte hain.",0,0,2,
20,kayi maqamat par ehtijaj ke douran hukoomat ke rawayya ke khilaaf narazgi ka izhaar karte hue naaray baazi ki gayi.,kayi maqamat par ehtijaj ke douran hukoomat ke rawayya ke khilaaf narazgi ka izhaar karte hue naaray baazi ki gayi.,0,0,0,
19,Shohar ney apni biwi ko bachaney ke liye mudakhilat ki to Ladkiyon ney usay bhi zadokob karna shuru kardiya.,Shohar ney apni biwi ko bachaney ke liye mudakhilat ki to Ladkiyon ney usay bhi zadokob karna shuru kardiya.,0,0,0,
41,"Sheikh rasheed nay kaha ke bohat si trinin purani hogyin, jinhein up grade karne ki zaroorat hai, 20 din mein 2 trinin tayyar ki gayi hain, mazdooron nay din raat kaam kya hai, inhen paanch paanch hazaar inaam den ge .","<PER--Sheikh rasheed> nay kaha ke bohat si trinin purani hogyin, jinhein up grade karne ki zaroorat hai, 20 din mein 2 trinin tayyar ki gayi hain, mazdooron nay din raat kaam kya hai, inhen paanch paanch hazaar inaam den ge .",1,0,0,
79,Rawan Tournament mein Dhoni ki sust raftaar batting aur mutadid mawaqay par jab team ko un se muqaabla mein taiz raftaar batting ki umeed thi is waqt match Finisher Dhoni nah sirf taizi se runs bananay mein nakaam rahay balkay apni team ko kamyabi se humkenar bhi nahi karpaye lehaza ab zehnon mein yeh sawal aur bhi gehra hota ja raha hai ke kya ab Dhoni ka IPL career bhi mayoos kun andaaz mein khatam hojaye ga?Az: Hazifha Arqam,Rawan Tournament mein <PER--Dhoni> ki sust raftaar batting aur mutadid mawaqay par jab team ko un se muqaabla mein taiz raftaar batting ki umeed thi is waqt match Finisher <PER--Dhoni> nah sirf taizi se runs bananay mein nakaam rahay balkay apni team ko kamyabi se humkenar bhi nahi karpaye lehaza ab zehnon mein yeh sawal aur bhi gehra hota ja raha hai ke kya ab <PER--Dhoni> ka IPL career bhi mayoos kun andaaz mein khatam hojaye ga?Az: Hazifha Arqam,3,0,0,
32,"Telangana mein party ke mamlaat ke incharge wo AICC Leader RC Kuntia ne aaj Kareemnagar, Medak , Adilabad, Nizaamabad Graduate halqa se T Jeevan Reddy ke MLC muntaqab honay par mubarakbaad di.","<LOC--Telangana> mein party ke mamlaat ke incharge wo <ORG--AICC> Leader RC <PER--Kuntia> ne aaj <LOC--Kareemnagar>, <LOC--Medak> , <LOC--Adilabad>, <LOC--Nizaamabad> Graduate halqa se <PER--T Jeevan Reddy> ke MLC muntaqab honay par mubarakbaad di.",2,1,5,
27,Kuwait nay abadi ka tawazun theek karne ke liye 5 lakh 30 hazaar bairooni mumalik ke afraad ko mulazimaton se bar tarf karne ka faisla kiya hai.,<LOC--Kuwait> nay abadi ka tawazun theek karne ke liye 5 lakh 30 hazaar bairooni mumalik ke afraad ko mulazimaton se bar tarf karne ka faisla kiya hai.,0,0,1,
44,Yash Johar ka naam shayad kisi taaruf ka mohtaaj nahi jinhon ne 60 ke ashray mein aik photographer ki hesiyat se filmi duniya mein qadam rakha tha aur mukhtalif hidayt kaaron ke sath aik junior ki hesiyat se zeena ba zeena agay barhatay rahay.,<PER--Yash Johar> ka naam shayad kisi taaruf ka mohtaaj nahi jinhon ne 60 ke ashray mein aik photographer ki hesiyat se filmi duniya mein qadam rakha tha aur mukhtalif hidayt kaaron ke sath aik junior ki hesiyat se zeena ba zeena agay barhatay rahay.,1,0,0,
16,"Secunderabad  Halqay Mein Seh Rukhi Muqaabla, Secular Votes Ki Congress Aur Trs Mein Taqseem Ka Khadsha","<LOC--Secunderabad>  Halqay Mein Seh Rukhi Muqaabla, Secular Votes Ki <ORG--Congress> Aur <ORG--Trs> Mein Taqseem Ka Khadsha",0,2,1,
37,wazeh rahay ke Pakistan ke barsar iqtedar Pakistan tehreek insaaf party ( PTI ) ke wuzra ke darmiyan 18 baras se kam Umar ke bachon ke nikah ke silsilay mein laaye gaye bill  par ittafaq nahi hai.,wazeh rahay ke <LOC--Pakistan> ke barsar iqtedar <ORG--Pakistan tehreek insaaf >party ( <ORG--PTI> ) ke wuzra ke darmiyan 18 baras se kam Umar ke bachon ke nikah ke silsilay mein laaye gaye bill  par ittafaq nahi hai.,0,2,1,
8,"Rajasthan mein garmi ka qehar, darja-e-hararat 50 degree","<LOC--Rajasthan> mein garmi ka qehar, darja-e-hararat 50 degree",0,0,1,
34,Telangana police ne 2019 mein 748 afraad ( 718 mard aur 30 ​​khawateen ) ko giraftar kiya aur 1564 Cyber mujrimon ( 946 mard aur 618 khawateen ) ke khilaaf charge sheet daakhil kee.,<ORG--Telangana police> ne 2019 mein 748 afraad ( 718 mard aur 30 ​​khawateen ) ko giraftar kiya aur 1564 Cyber mujrimon ( 946 mard aur 618 khawateen ) ke khilaaf charge sheet daakhil kee.,0,1,0,
42,"Unhoun ne kaha ke sirf mujhe kyun hadaf tanqeed banaya jata hai, Ye maamla mujh se hasad karne ka hai, Taham jo acha khailay ga, Is ki tareef karoon ga, Jo bura khailay ga meri janib se is par tanqeed jaye gi.","Unhoun ne kaha ke sirf mujhe kyun hadaf tanqeed banaya jata hai, Ye maamla mujh se hasad karne ka hai, Taham jo acha khailay ga, Is ki tareef karoon ga, Jo bura khailay ga meri janib se is par tanqeed jaye gi.",0,0,0,
9,Ladki ko zad o kob karne wala naujawan girftar,Ladki ko zad o kob karne wala naujawan girftar,0,0,0,
6,Tej Bahadur Supreme court se rujoo,<PER--Tej Bahadur> <ORG--Supreme court> se rujoo,1,1,0,
9,Mumbai ki Playoff aur Punjab ki baqa par tawajah,<LOC--Mumbai> ki Playoff aur <LOC--Punjab> ki baqa par tawajah,0,0,2,
10,Bartanwi shehzadon ney Trump se mulaqaat karne se inkaar kardiya,Bartanwi shehzadon ney <PER--Trump> se mulaqaat karne se inkaar kardiya,1,0,0,
26,Nasa ne bilkul naya mansoobah banalya hai jis ke tehat aglay 10 saloon mein chand par aur 20 saloon mein mureekh par insan basaye jayen ge.,<ORG--Nasa> ne bilkul naya mansoobah banalya hai jis ke tehat aglay 10 saloon mein chand par aur 20 saloon mein mureekh par insan basaye jayen ge.,0,1,0,
12,raat taqreeban pauney baara bajay unhon ney apni dukaan band ki thi.,raat taqreeban pauney baara bajay unhon ney apni dukaan band ki thi.,0,0,0,
23,mazkoorah Assembly zimni intikhabaat ke nataij mein BJP ke hathon shikast ke baad oppostion leader Siddaramaiah ne apne ohday se istifa day diya.,mazkoorah Assembly zimni intikhabaat ke nataij mein <ORG--BJP> ke hathon shikast ke baad oppostion leader <PER--Siddaramaiah> ne apne ohday se istifa day diya.,1,1,0,
50,"ek aur purani kitaab se 100 saal purana report card mila, dilchasp baat to yeh hai ke is par taalib ilm ka naam aur pata bhi mojood hai lekin yeh nahi maloom ke itnay qadeem report card mil janey par school intizamia nay is khandan se rabita kya ya nahi.","ek aur purani kitaab se 100 saal purana report card mila, dilchasp baat to yeh hai ke is par taalib ilm ka naam aur pata bhi mojood hai lekin yeh nahi maloom ke itnay qadeem report card mil janey par school intizamia nay is khandan se rabita kya ya nahi.",0,0,0,
23,Mehakma shehriat wo qomiat ne kaha hai ke jo muqeem ghair mulki chuttiyan guzaarnay ke liye watan wapas jana chahtay hoon jasakte hain.,Mehakma shehriat wo qomiat ne kaha hai ke jo muqeem ghair mulki chuttiyan guzaarnay ke liye watan wapas jana chahtay hoon jasakte hain.,0,0,0,
30,Maahir maeeshat Sara Hunter ne Bloomberg TV se guftagu karte huve kaha ke ghair yakeeni surete haal ka ye aalam hai ke kisi cheez ki simt samajh nahi aa rahi.,Maahir maeeshat <PER--Sara Hunter> ne <ORG--Bloomberg TV> se guftagu karte huve kaha ke ghair yakeeni surete haal ka ye aalam hai ke kisi cheez ki simt samajh nahi aa rahi.,1,1,0,
16,Executive Chairman Pal Karwet ne kaha hai musafiroun ki tadaad mein kami ke kayi asbaab hain.,Executive Chairman <PER--Pal Karwet> ne kaha hai musafiroun ki tadaad mein kami ke kayi asbaab hain.,1,0,0,
24,taham Shaezadah Alquds ke hawalay se Israeli wazeer ke bayan par Falasteeni Authority ki janib se kisi qisam ka radd amal samnay nahi aaya.,taham Shaezadah <LOC--Alquds> ke hawalay se Israeli wazeer ke bayan par <ORG--Falasteeni Authority> ki janib se kisi qisam ka radd amal samnay nahi aaya.,0,1,1,
55,is se qabal Falasteeni saddar Mahmood abbas ney Falasteeni qaumi council ka aik ijlaas talabb kya tha taa ke Amrici saddar Donald trmp ki janib se Bait ul Maqdis ko Israeli dar-al-hakoomat tasleem karne aur Amrici sifarat khanaay ko wahan muntaqil karne se mutaliq faislon ke jawab ki hikmat e amli waza ki ja sakay.,is se qabal Falasteeni saddar <PER--Mahmood abbas> ney <ORG--Falasteeni qaumi council> ka aik ijlaas talabb kya tha taa ke Amrici saddar <PER--Donald trmp> ki janib se <LOC--Bait ul Maqdis> ko Israeli dar-al-hakoomat tasleem karne aur <ORG--Amrici sifarat khanaay> ko wahan muntaqil karne se mutaliq faislon ke jawab ki hikmat e amli waza ki ja sakay.,2,2,1,
13,Ab soorat-e-haal ye hai ke apni dukaan par kayi mashinen rakh li hain.,Ab soorat-e-haal ye hai ke apni dukaan par kayi mashinen rakh li hain.,0,0,0,
38,Darkhwast mein bayan kya gaya ke AP Educational Institutes Rules 1993 aur GO MS No. 1 of 1994 ki khilaaf warzi karte hue School chalanay par School ke Chairman aur Principal ke khilaaf koi karwai nahi ki gayi.,Darkhwast mein bayan kya gaya ke AP Educational Institutes Rules 1993 aur GO MS No. 1 of 1994 ki khilaaf warzi karte hue School chalanay par School ke Chairman aur Principal ke khilaaf koi karwai nahi ki gayi.,0,0,0,
17,Jummay ko riyasat ki ost barish 7.0 mili meter mamool ke muqaabla mein 9.7 milimeter ziyada hai.,Jummay ko riyasat ki ost barish 7.0 mili meter mamool ke muqaabla mein 9.7 milimeter ziyada hai.,0,0,0,
20,GHQ Rawalpindi mein yom difaa ki taqreeb mein Wazeer e Azam Imran Khan bator maheman khusoosi shareek hon ge .,<LOC--GHQ> <LOC--Rawalpindi> mein yom difaa ki taqreeb mein Wazeer e Azam <PER--Imran Khan> bator maheman khusoosi shareek hon ge .,1,0,2,
51,Darin asna IIT JEE imtehanaat ki tayyary karne walay talba ke liye Pearson ne Quikik nami App muta-arif kiya hai jis ke madad se talba is Lockdown ke waqt ghar imthehaan ki tayyary kar saktay hain chunkay ye App AI par mabni rayazi seekhnay ki ek muft sahoolat faraham karta hai.,<LOC--Darin asna> IIT JEE imtehanaat ki tayyary karne walay talba ke liye <ORG--Pearson> ne Quikik nami App muta-arif kiya hai jis ke madad se talba is Lockdown ke waqt ghar imthehaan ki tayyary kar saktay hain chunkay ye App AI par mabni rayazi seekhnay ki ek muft sahoolat faraham karta hai.,0,1,1,
44,"Is liye aaj kal ki jo taleem yafta nasal hai, Jo un khurafaat ko nahi manti, Apni shadi ke liye ishtihar mein ye wazeh tor par likhti hain ke “Religion no bar, Caste no bar” Yani mazhab ya jati ki koi qaid nahi hai.","Is liye aaj kal ki jo taleem yafta nasal hai, Jo un khurafaat ko nahi manti, Apni shadi ke liye ishtihar mein ye wazeh tor par likhti hain ke “Religion no bar, Caste no bar” Yani mazhab ya jati ki koi qaid nahi hai.",0,0,0,
14,Hyderabad ke NIMS mein corona teeka ka pehlay marhala ka insanoun par kamyaab tajurbah,<LOC--Hyderabad> ke <ORG--NIMS> mein corona teeka ka pehlay marhala ka insanoun par kamyaab tajurbah,0,1,1,
29,Riyadh: Saudi Arab mein Hajj security force ke commander major general Zayed Al Tuyan ne kaha hai ke is saal Hajj mausam ki tamam tayyariyan mukammal karli gayi hai.,<LOC--Riyadh>: <LOC--Saudi Arab> mein <ORG--Hajj security force> ke commander major general <PER--Zayed Al Tuyan> ne kaha hai ke is saal Hajj mausam ki tamam tayyariyan mukammal karli gayi hai.,1,1,2,
31,Jeddah: Saudi Arab mein coronavirus se bachao ke liye muqarara qawaid wo hidayat par amal nah karne ki wajah se Jeddah ki maroof Gold Market mohar band kar di gayi hai.,<LOC--Jeddah>: <LOC--Saudi Arab> mein coronavirus se bachao ke liye muqarara qawaid wo hidayat par amal nah karne ki wajah se Jeddah ki maroof Gold Market mohar band kar di gayi hai.,0,0,2,
26,hakkaam ne mazeed bataya ke bomb jung azeem doyam mein Bartanwi aur Amrici itihadiyon ne fazai hamlay mein bombari ke douran german shehar par barsaye they.,hakkaam ne mazeed bataya ke bomb jung azeem doyam mein Bartanwi aur Amrici itihadiyon ne fazai hamlay mein bombari ke douran <LOC--german shehar> par barsaye they.,0,0,1,
18,iske sath America mein intikhabi aitebaar se hindustaniyoun ke asar ko pehlay se ziyada ahmiyat di jarahi hai.,iske sath <LOC--America> mein intikhabi aitebaar se hindustaniyoun ke asar ko pehlay se ziyada ahmiyat di jarahi hai.,0,0,1,
36,"Pichli baar munaqqid kiye gaye Budget ke liye vote ke tor par, is baar KCR 6 mahinay ke liye Budget paish kar sak te hain aur mehakmon ko mutaliqa tajaweez paish karne ko kaha gaya hai.","Pichli baar munaqqid kiye gaye Budget ke liye vote ke tor par, is baar <PER--KCR> 6 mahinay ke liye Budget paish kar sak te hain aur mehakmon ko mutaliqa tajaweez paish karne ko kaha gaya hai.",1,0,0,
27,Hostels inhen ta-aam aur qiyam ki sahoolat faraham karte hain qiyam aur ta-aam ki sahuliyaat se istifada ke liye 5000 se 15000 rupay wusool kiye jatay hain.,Hostels inhen ta-aam aur qiyam ki sahoolat faraham karte hain qiyam aur ta-aam ki sahuliyaat se istifada ke liye 5000 se 15000 rupay wusool kiye jatay hain.,0,0,0,
15,Kayi hotels ne saat afraad par mushtamil group ke allag se package jari kiye hain.,Kayi hotels ne saat afraad par mushtamil group ke allag se package jari kiye hain.,0,0,0,
12,Drone 3 se 7 Kilo meter tak ka faasla tay karsaktha hai.,Drone 3 se 7 Kilo meter tak ka faasla tay karsaktha hai.,0,0,0,
23,unhon nay kaha ke Trump ko abhi tak yeh samajhney mein dushwari hai ke woh kis qisam ki qoum se ulajh rahay hain.,unhon nay kaha ke <PER--Trump> ko abhi tak yeh samajhney mein dushwari hai ke woh kis qisam ki qoum se ulajh rahay hain.,1,0,0,
